Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
1,Inferencing,10436.82,24.75,10606.8,0.0,0.0,12516.54,7413.05,106,53,0,16.380767822265625,1,0
2,Inferencing,9348.72,22.47,9367.92,0.0,0.0,10238.67,8677.23,105,52,2,39.99659776687622,7,0
3,Inferencing,5686.72,13.33,5727.33,0.0,0.0,6659.2,4751.46,122,35,2,126.33662438392639,7,0
4,Inferencing,1488.5,3.41,1566.91,75.0,100.0,2268.13,914.95,136,15,8,384.177120923996,9,16
5,Inferencing,1157.96,2.53,1591.31,75.0,100.0,2903.72,61.41,129,11,19,949.9905080795288,51,7
6,Inferencing,4187.74,9.65,4350.1,0.0,0.0,5593.69,3007.84,130,14,15,512.2258808612823,46,0
7,Inferencing,6737.06,16.23,7799.72,25.0,25.0,10696.68,1606.11,114,10,35,2967.633013486862,102,4
8,Inferencing,7599.95,19.39,8156.46,0.0,0.0,11519.67,3201.87,141,7,11,582.2604718208313,33,1
9,Inferencing,3707.25,9.42,3800.16,0.0,25.0,4511.77,2428.93,146,12,1,47.78070068359375,2,2
10,Inferencing,5049.7,12.83,5142.8,0.0,0.0,6314.4,3593.96,142,17,0,13.468584060668945,1,0
11,Inferencing,3688.5,9.42,3724.56,0.0,25.0,4352.25,2928.25,146,13,0,28.73026990890503,1,0
12,Inferencing,8213.73,23.15,8361.44,0.0,0.0,10623.39,6669.0,125,11,23,1488.222446680069,66,4
13,Inferencing,5415.64,15.09,5431.77,0.0,0.0,6058.89,4969.89,145,12,2,41.658427238464355,6,1
14,Inferencing,5664.54,16.04,5685.15,0.0,0.0,6052.79,4843.79,142,16,1,88.03908967971802,3,1
15,Inferencing,4889.3,13.72,4918.65,0.0,0.0,5799.07,4412.38,152,7,0,13.596547365188599,1,0
16,Inferencing,2893.4,7.81,3538.17,50.0,50.0,4923.87,259.68,139,4,16,994.733348608017,45,4
17,Inferencing,475.03,1.30,585.77,100.0,100.0,829.78,109.78,152,7,0,16.098326921463013,1,0
18,Inferencing,3377.89,9.29,3429.5,0.0,50.0,4237.63,2727.44,136,22,1,54.828325271606445,4,0
19,Inferencing,4273.51,11.98,4278.88,0.0,0.0,4592.3,3989.44,113,45,1,57.743892669677734,3,1
20,Inferencing,3293.39,8.91,3356.33,0.0,50.0,4338.89,2610.89,151,7,1,194.36775660514832,3,1
21,Inferencing,253.1,0.67,305.98,100.0,100.0,514.21,64.21,130,29,0,13.569340705871582,1,0
22,Inferencing,1201.79,3.27,1240.83,100.0,100.0,1575.86,716.71,123,22,14,1746.1278281211853,42,1
23,Inferencing,275.99,0.73,292.6,100.0,100.0,374.93,126.87,111,48,0,63.66365575790405,1,0
24,Inferencing,1354.25,3.53,1452.63,75.0,100.0,2158.25,694.25,149,10,0,11.497036218643188,1,0
25,Inferencing,8061.22,17.71,8263.32,0.0,0.0,9984.22,5234.22,141,18,0,15.785365104675293,1,0
26,Inferencing,2796.01,6.02,3160.29,50.0,50.0,4581.63,1028.81,145,4,10,851.0226154327393,30,1
