Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
1,Inferencing,4954.36,11.87,5339.28,25.0,25.0,7348.93,1904.01,158,0,1,81.1082239151001,2,2
2,Inferencing,3317.71,8.00,3578.37,25.0,50.0,5200.05,1693.31,157,0,2,113.6124894618988,2,5
3,Inferencing,1333.82,3.09,1855.88,75.0,75.0,3558.74,391.51,155,2,2,149.39309859275818,4,3
4,Inferencing,767.36,1.76,876.71,100.0,100.0,1288.44,107.25,134,2,23,1207.228264093399,63,4
5,Inferencing,7516.61,16.50,7924.76,0.0,0.0,10658.73,4534.21,150,0,9,380.31428050994873,28,0
6,Inferencing,3739.53,8.62,3837.22,0.0,25.0,4745.98,2421.91,149,8,2,152.85031008720398,4,3
7,Inferencing,6172.98,14.77,6256.44,0.0,0.0,7225.27,4934.65,142,1,16,590.0142877101898,39,10
8,Inferencing,7038.18,17.93,7057.33,0.0,0.0,7742.68,6277.68,155,2,2,91.90738821029663,7,0
9,Inferencing,3351.83,8.52,3448.1,0.0,25.0,4135.24,2103.32,158,0,1,77.69937586784363,2,2
10,Inferencing,2428.36,6.19,2583.59,25.0,75.0,3474.98,1037.48,157,1,1,69.12902212142944,2,2
11,Inferencing,2740.24,7.00,2788.58,25.0,75.0,3403.99,1979.99,157,2,0,51.042372703552246,1,0
12,Inferencing,8634.42,24.32,8813.69,0.0,0.0,11352.45,6694.17,124,1,34,3114.4911279678345,102,1
13,Inferencing,3078.39,8.59,3135.87,0.0,50.0,4058.54,2520.34,158,0,1,82.840416431427,4,0
14,Inferencing,1243.65,3.54,1334.41,100.0,100.0,1631.9,422.9,158,0,1,81.86569094657898,2,2
15,Inferencing,4984.91,13.99,5002.45,0.0,0.0,5684.53,4578.04,159,0,0,50.66569685935974,1,0
16,Inferencing,3036.91,8.20,3089.74,0.0,50.0,3949.91,2434.91,90,3,66,7563.1249368190765,197,2
17,Inferencing,855.0,2.31,921.14,100.0,100.0,1220.25,500.25,159,0,0,46.03875803947449,1,0
18,Inferencing,2997.27,8.25,3052.21,0.0,50.0,3825.2,2352.32,152,6,1,86.40146660804749,4,0
19,Inferencing,853.25,2.39,861.01,100.0,100.0,1046.25,746.25,143,14,2,99.34989166259766,6,1
20,Inferencing,529.13,1.43,578.03,100.0,100.0,869.16,291.68,158,0,1,76.77056813240051,3,1
21,Inferencing,1601.39,4.22,1626.9,75.0,100.0,2001.39,1193.39,159,0,0,46.52491545677185,1,0
22,Inferencing,352.04,0.95,435.08,100.0,100.0,758.04,50.04,158,1,0,66.29249668121338,1,0
23,Inferencing,244.23,0.65,259.08,100.0,100.0,371.79,128.39,149,10,0,87.33666038513184,1,0
24,Inferencing,1343.75,3.51,1442.84,75.0,100.0,2147.75,683.75,159,0,0,46.64909100532532,1,0
25,Inferencing,7898.83,17.35,8104.98,0.0,0.0,9821.83,5071.83,153,6,0,45.472814321517944,1,0
26,Inferencing,1620.41,3.52,1681.08,75.0,100.0,2199.25,1016.44,151,5,3,96.74409556388855,9,1
27,Inferencing,6347.72,13.63,6512.5,0.0,0.0,7854.04,4154.24,158,1,0,51.89801073074341,1,0
28,Inferencing,1555.59,3.24,1806.72,50.0,100.0,2533.95,397.3,154,5,0,52.18193316459656,1,0
29,Inferencing,905.71,1.93,1042.11,100.0,100.0,1557.3,117.89,154,0,5,189.635733127594,15,1
30,Inferencing,323.57,0.69,383.7,100.0,100.0,654.53,127.41,157,2,0,50.09171009063721,1,0
31,Inferencing,1015.39,2.24,1169.05,100.0,100.0,1670.35,433.85,153,1,5,253.45594596862793,15,1
32,Inferencing,492.46,1.08,589.81,100.0,100.0,818.05,23.39,153,1,5,283.4527790546417,15,1
33,Inferencing,1264.27,2.70,1498.94,75.0,100.0,2136.86,343.65,153,1,5,321.9701602458954,15,1
34,Inferencing,4355.69,8.78,4533.62,0.0,25.0,5431.41,2350.48,153,1,5,350.0676271915436,15,1
35,Inferencing,4950.48,9.55,4953.26,0.0,0.0,5157.67,4694.99,147,4,8,541.1055073738098,15,10
36,Inferencing,1359.88,2.65,1486.29,100.0,100.0,1983.41,648.61,153,1,5,416.78120493888855,15,1
37,Inferencing,4869.55,8.93,4989.74,0.0,0.0,6330.93,3394.65,153,1,5,414.482675075531,15,1
38,Inferencing,696.25,1.30,792.95,100.0,100.0,1213.32,142.77,153,1,5,429.4491765499115,15,1
39,Inferencing,1565.12,2.92,1748.03,75.0,100.0,2884.34,871.82,153,2,4,457.00573468208313,12,1
40,Inferencing,1515.23,2.78,1818.08,50.0,100.0,2445.29,5.22,154,0,5,484.2077012062073,15,1
41,Inferencing,2597.48,4.96,2641.33,0.0,50.0,3121.16,2046.11,154,1,4,358.19041991233826,12,1
42,Inferencing,3799.58,7.42,4513.05,25.0,50.0,7692.63,1392.51,159,0,0,41.045005798339844,1,0
43,Inferencing,3446.52,6.84,3486.68,0.0,25.0,3908.07,2599.37,157,1,1,69.70124244689941,4,0
