Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
1,Inferencing,4137.24,9.96,4648.74,25.0,25.0,6678.98,908.14,156,2,1,97.41943359375,4,0
2,Inferencing,3802.45,9.17,4041.76,0.0,50.0,5795.91,2273.05,156,0,3,29.698684692382812,7,0
3,Inferencing,1716.13,4.01,1795.75,75.0,100.0,2606.88,1309.88,157,0,2,40.9693808555603,9,1
4,Inferencing,2651.32,6.08,2651.91,0.0,100.0,2747.57,2608.57,159,0,0,47.69684410095215,9,0
5,Inferencing,4515.57,9.91,4559.73,0.0,0.0,5012.57,3453.57,159,0,0,45.277353286743164,9,0
6,Inferencing,2607.57,5.95,2719.28,25.0,75.0,3653.57,1489.57,159,0,0,46.44546294212341,9,0
7,Inferencing,934.79,2.21,1154.24,100.0,100.0,1772.04,162.04,157,1,1,54.78650903701782,12,0
8,Inferencing,1672.46,4.27,1751.3,75.0,100.0,2376.96,911.96,159,0,0,61.86605739593506,12,0
9,Inferencing,1488.71,3.79,1583.99,100.0,100.0,1915.96,567.96,159,0,0,61.418447971343994,12,0
10,Inferencing,1423.84,3.65,1674.91,75.0,100.0,2470.46,32.96,159,0,0,59.10136079788208,12,0
11,Inferencing,1731.21,4.43,1806.76,75.0,100.0,2394.96,970.96,159,0,0,61.61683678627014,12,0
12,Inferencing,5408.64,15.32,5525.99,0.0,0.0,6534.89,3519.89,159,0,0,65.02459216117859,12,0
13,Inferencing,5053.75,14.09,5071.03,0.0,0.0,5697.0,4608.0,156,0,3,85.5087354183197,21,0
14,Inferencing,5613.75,15.90,5634.55,0.0,0.0,6002.0,4793.0,157,0,2,118.19488096237183,27,0
15,Inferencing,5092.08,14.30,5121.49,0.0,0.0,5525.0,4161.8,156,0,3,157.86457777023315,36,0
16,Inferencing,2698.8,7.23,2863.99,25.0,50.0,3637.28,1105.04,158,0,1,184.00986504554749,39,0
17,Inferencing,2937.44,7.97,3053.53,25.0,50.0,3982.3,1684.39,159,0,0,193.8712568283081,39,0
18,Inferencing,852.6,2.33,963.71,100.0,100.0,1440.62,201.45,159,0,0,194.43585586547852,39,0
19,Inferencing,2671.79,7.48,3107.74,25.0,50.0,4277.71,237.66,159,0,0,191.8082480430603,39,0
20,Inferencing,2293.28,6.18,2334.03,50.0,100.0,2849.95,1853.84,159,0,0,184.5300636291504,39,0
21,Inferencing,1525.53,4.02,1935.59,75.0,75.0,3349.13,117.96,159,0,0,184.22566747665405,39,0
22,Inferencing,3441.68,9.36,3459.98,0.0,25.0,3838.93,2869.14,159,0,0,187.32857394218445,39,0
23,Inferencing,2701.03,7.22,2725.74,0.0,75.0,3300.2,2389.61,159,0,0,184.81290817260742,39,0
24,Inferencing,1180.33,3.12,1318.88,100.0,100.0,1826.89,235.11,159,0,0,192.4534411430359,39,0
25,Inferencing,6050.75,13.25,6312.09,0.0,0.0,8000.44,3293.29,159,0,0,187.5628514289856,39,0
26,Inferencing,6348.61,13.77,6495.27,0.0,0.0,8069.66,4765.77,156,0,3,205.40492844581604,48,0
27,Inferencing,7735.71,16.62,7915.24,0.0,0.0,9222.41,4919.53,157,0,2,239.46897101402283,54,0
28,Inferencing,6718.85,14.05,6867.66,0.0,0.0,8792.12,4774.47,156,0,3,282.56162333488464,63,0
29,Inferencing,9616.24,20.33,9841.9,0.0,0.0,12213.94,6747.29,156,0,3,329.6585373878479,72,0
30,Inferencing,1452.23,3.09,2119.02,75.0,75.0,4047.88,100.68,155,0,4,387.06647396087646,84,0
31,Inferencing,8784.67,19.26,8806.99,0.0,0.0,9499.83,8105.07,159,0,0,397.8526723384857,84,0
32,Inferencing,5156.09,11.30,5687.88,0.0,25.0,9063.12,2540.65,156,0,3,427.4289274215698,93,0
33,Inferencing,3627.06,7.78,4314.36,25.0,50.0,5926.88,517.18,158,0,1,445.1510989665985,96,0
34,Inferencing,7872.51,15.94,7930.62,0.0,0.0,9105.02,6417.36,157,0,2,459.2287368774414,102,0
35,Inferencing,9704.79,18.80,10004.03,0.0,0.0,13657.43,7458.16,155,0,4,511.5478849411011,114,0
36,Inferencing,4837.48,9.46,4869.92,0.0,0.0,5534.25,4182.3,155,0,4,579.6328341960907,123,3
37,Inferencing,7496.14,13.76,7618.4,0.0,0.0,9077.7,5910.24,158,0,1,580.9551129341125,126,0
38,Inferencing,6548.62,12.24,6551.09,0.0,0.0,6853.09,6409.34,155,0,4,604.6611528396606,138,0
39,Inferencing,2269.05,4.28,2522.72,25.0,75.0,3421.66,458.57,155,0,4,593.0071988105774,148,2
40,Inferencing,4362.52,8.11,4942.23,0.0,50.0,7314.88,2066.66,159,0,0,595.0593645572662,148,0
41,Inferencing,1022.42,1.95,1080.8,100.0,100.0,1371.89,507.41,159,0,0,598.1892530918121,147,1
42,Inferencing,1015.19,1.96,1116.04,100.0,100.0,1742.93,543.75,159,0,0,592.8479013442993,147,0
43,Inferencing,935.8,1.87,1113.72,100.0,100.0,1780.91,80.96,159,0,0,586.3780815601349,147,0
44,Inferencing,606.79,1.18,686.38,100.0,100.0,1132.66,326.8,159,0,0,589.1989071369171,147,0
45,Inferencing,1534.12,2.93,1904.06,50.0,75.0,3131.07,314.51,159,0,0,592.9469158649445,147,0
46,Inferencing,1843.74,3.69,2344.16,50.0,75.0,3794.7,103.37,159,0,0,593.6189410686493,147,0
47,Inferencing,1946.76,3.96,2056.24,50.0,100.0,2977.54,1308.79,159,0,0,599.4864921569824,147,0
48,Inferencing,3263.78,6.71,4283.72,50.0,75.0,8053.18,1378.57,159,0,0,600.6539998054504,147,0
49,Inferencing,941.16,1.92,1170.3,75.0,100.0,2004.9,85.91,158,0,1,603.847562789917,150,0
50,Inferencing,459.76,0.92,520.76,100.0,100.0,809.11,183.28,159,0,0,608.0547471046448,150,0
51,Inferencing,233.92,0.47,305.49,100.0,100.0,555.8,22.66,159,0,0,603.6810743808746,150,0
52,Inferencing,341.48,0.70,388.27,100.0,100.0,546.83,53.19,159,0,0,610.314398765564,150,0
53,Inferencing,1530.21,3.22,2086.25,75.0,75.0,3979.85,573.16,159,0,0,611.4808752536774,150,0
54,Inferencing,2337.04,4.77,4073.4,75.0,75.0,8115.04,355.63,159,0,0,613.080687046051,150,0
55,Inferencing,834.35,1.67,910.49,100.0,100.0,1395.81,377.79,158,0,1,612.3696761131287,153,0
56,Inferencing,1413.38,2.86,1428.12,100.0,100.0,1645.96,1182.43,159,0,0,630.8014323711395,153,0
57,Inferencing,678.21,1.40,722.87,100.0,100.0,1100.29,466.62,159,0,0,630.1505928039551,153,0
58,Inferencing,1639.64,3.51,1677.22,75.0,100.0,2084.89,1136.02,159,0,0,638.2556157112122,153,0
59,Inferencing,1871.73,4.01,2449.26,75.0,75.0,4582.96,658.44,159,0,0,632.3042633533478,153,0
60,Inferencing,1864.47,3.98,2196.47,50.0,75.0,3046.48,96.16,159,0,0,626.1712143421173,153,0
61,Inferencing,2599.94,5.58,3028.87,50.0,75.0,5048.28,825.3,159,0,0,627.1904768943787,153,0
62,Inferencing,1790.37,3.78,1841.63,75.0,100.0,2450.2,1275.66,159,0,0,619.2030494213104,153,0
63,Inferencing,3263.86,6.92,3271.63,0.0,25.0,3494.82,2932.86,159,0,0,623.898191690445,153,0
64,Inferencing,3042.62,6.45,3047.34,0.0,25.0,3257.95,2787.79,159,0,0,618.8409850597382,153,0
65,Inferencing,1247.86,2.60,1470.5,75.0,100.0,2540.93,596.13,159,0,0,620.296377658844,153,0
66,Inferencing,221.54,0.46,302.86,100.0,100.0,569.66,28.07,159,0,0,628.0585825443268,153,0
67,Inferencing,5466.26,11.95,6044.31,0.0,25.0,8132.7,2269.74,159,0,0,628.1133964061737,153,0
68,Inferencing,4719.18,10.99,4960.29,0.0,0.0,7206.07,3353.03,157,0,2,655.6983277797699,159,0
69,Inferencing,6983.15,17.66,7909.19,25.0,25.0,9664.15,627.03,158,0,1,665.5101943016052,162,0
70,Inferencing,3620.01,8.41,3768.74,25.0,25.0,4662.63,1921.75,157,0,2,690.1401519775391,168,0
71,Inferencing,5398.59,11.97,5479.66,0.0,0.0,6958.31,4537.95,159,0,0,719.9955723285675,168,0
72,Inferencing,6847.98,14.14,7300.27,0.0,25.0,9224.44,2637.32,158,0,1,735.2622456550598,171,0
73,Inferencing,6337.11,12.17,8504.6,25.0,25.0,16026.91,1611.51,156,0,3,767.2634341716766,180,0
74,Inferencing,1745.03,3.41,2005.21,50.0,100.0,2826.39,688.68,158,0,1,780.7916886806488,183,0
75,Inferencing,2664.05,5.14,2680.88,0.0,75.0,3159.49,2398.51,159,0,0,785.1506264209747,183,0
76,Inferencing,2687.39,5.19,2697.06,0.0,100.0,2989.35,2455.64,159,0,0,787.7736902236938,183,0
77,Inferencing,4624.4,8.66,4918.95,0.0,25.0,7087.93,2471.62,159,0,0,792.7900702953339,183,0
78,Inferencing,8948.41,15.47,8955.78,0.0,0.0,9371.08,8369.35,157,0,2,771.5455315113068,189,0
79,Inferencing,9087.9,15.58,9087.9,0.0,0.0,9087.9,9087.9,156,0,3,794.3249487876892,198,0
