Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
1,Inferencing,4189.96,10.08,4699.87,25.0,25.0,6772.1,971.87,159,0,0,181.78734064102173,1,0
2,Inferencing,2230.33,5.40,2756.97,50.0,75.0,4519.54,297.18,159,0,0,4.680632591247559,1,0
3,Inferencing,324.6,0.75,461.53,100.0,100.0,891.8,113.14,159,0,0,5.802308082580566,1,0
4,Inferencing,827.91,1.90,899.07,100.0,100.0,1209.39,261.51,159,0,0,4.855916738510132,1,0
5,Inferencing,1413.84,3.09,1591.76,75.0,100.0,2008.58,201.33,159,0,0,5.729723930358887,1,0
6,Inferencing,444.7,1.01,488.0,100.0,100.0,780.94,256.15,159,0,0,5.947941064834595,1,0
7,Inferencing,1314.84,3.13,1359.6,100.0,100.0,1738.35,854.22,159,0,0,5.96248722076416,1,0
8,Inferencing,3591.37,9.16,3624.35,0.0,25.0,4284.5,2906.3,159,0,0,4.53588342666626,1,0
9,Inferencing,2652.04,6.74,2706.04,25.0,50.0,3183.16,1861.21,159,0,0,5.757360219955444,1,0
10,Inferencing,2556.28,6.53,2783.34,25.0,50.0,3610.4,734.07,159,0,0,5.632384777069092,1,0
11,Inferencing,496.27,1.28,792.7,100.0,100.0,1550.32,29.5,159,0,0,6.142385959625244,1,0
12,Inferencing,4129.65,11.68,4208.77,0.0,0.0,5170.5,3148.46,159,0,0,5.7629499435424805,1,0
13,Inferencing,1176.3,3.29,1255.62,100.0,100.0,1902.07,728.3,159,0,0,5.506987810134888,1,0
14,Inferencing,1628.42,4.63,1739.12,50.0,100.0,2294.82,758.48,159,0,0,5.381165504455566,1,0
15,Inferencing,147.88,0.41,155.72,100.0,100.0,216.48,78.52,159,0,0,5.156748533248901,1,0
16,Inferencing,1548.32,4.14,1649.52,75.0,100.0,2150.32,635.32,159,0,0,5.860739707946777,1,0
17,Inferencing,789.59,2.13,860.77,100.0,100.0,1154.84,434.84,159,0,0,4.770962953567505,1,0
